Datum (MEZ),Nicht Erneuerbar,Erneuerbar,Day Ahead Auktion (DE-LU)
,Leistung (MW),Leistung (MW),"Preis (EUR/MWh, EUR/tCO2)"
2025-02-07T00:00+01:00,28270.84522,32048.58522,126.05
2025-02-07T01:00+01:00,27060.46016,34522.8038,112.7
2025-02-07T02:00+01:00,26313.25643,36031.9603,108.82
2025-02-07T03:00+01:00,25772.06607,38010.53112,105
2025-02-07T04:00+01:00,25358.78715,39841.47885,104.81
2025-02-07T05:00+01:00,26113.04952,41111.8657,105.07
2025-02-07T06:00+01:00,27608.50479,43036.46024,112.39
2025-02-07T07:00+01:00,30078.44145,43441.70895,141.66
2025-02-07T08:00+01:00,30900.18296,45223.1363,164.21
2025-02-07T09:00+01:00,30261.53419,48440.69797,150.36
2025-02-07T10:00+01:00,28863.19767,51794.04741,133.88
2025-02-07T11:00+01:00,26996.07708,54987.99664,115.14
2025-02-07T12:00+01:00,26218.66867,55961.78458,111.49
2025-02-07T13:00+01:00,26478.30877,54128.53487,106.77
2025-02-07T14:00+01:00,26617.79549,50677.24916,109.59
2025-02-07T15:00+01:00,27417.13825,46175.60572,111.68
2025-02-07T16:00+01:00,29037.36965,41343.20622,126.61
2025-02-07T17:00+01:00,29946.55342,40414.01477,142.85
2025-02-07T18:00+01:00,29697.66373,41615.83277,149.05
2025-02-07T19:00+01:00,29441.60711,40844.57544,144.32
2025-02-07T20:00+01:00,29216.4029,40496.67132,126.93
2025-02-07T21:00+01:00,27615.24717,39105.05408,100
2025-02-07T22:00+01:00,26315.22782,38081.67662,98.72
2025-02-07T23:00+01:00,25626.36631,36688.9904,100.14
2025-02-08T00:00+01:00,23001.05843,35880.1259,81.34
2025-02-08T01:00+01:00,22352.22998,35550.49554,84.85
2025-02-08T02:00+01:00,22464.49079,34914.04591,85.8
2025-02-08T03:00+01:00,22633.9432,34780.96641,87.08
2025-02-08T04:00+01:00,22944.9751,34286.8702,89.69
2025-02-08T05:00+01:00,23371.10218,34286.94195,90.99
2025-02-08T06:00+01:00,24443.56242,34153.42416,90.8
2025-02-08T07:00+01:00,24968.0644,33664.28416,95.31
2025-02-08T08:00+01:00,24749.66585,36656.37174,111.11
2025-02-08T09:00+01:00,23204.51703,42186.05095,92.68
2025-02-08T10:00+01:00,20967.53728,47849.12352,79.42
2025-02-08T11:00+01:00,19821.79137,50946.03694,68.75
2025-02-08T12:00+01:00,19316.17222,50156.69931,67.71
2025-02-08T13:00+01:00,19321.16591,47553.77698,79.85
2025-02-08T14:00+01:00,21273.36439,42632.03455,89.85
2025-02-08T15:00+01:00,25017.15078,35079.92228,118
2025-02-08T16:00+01:00,27984.27269,27105.96353,140.87
2025-02-08T17:00+01:00,29447.9776,25466.22933,150
2025-02-08T18:00+01:00,30009.09885,27925.72736,160.49
2025-02-08T19:00+01:00,30415.6884,27575.38559,161.1
2025-02-08T20:00+01:00,30355.13321,24845.0536,156.42
2025-02-08T21:00+01:00,29525.3909,22547.20377,149
2025-02-08T22:00+01:00,29250.17636,20351.98368,144
2025-02-08T23:00+01:00,28646.78122,18486.17381,136.31
2025-02-09T00:00+01:00,27608.33231,16913.00943,135
2025-02-09T01:00+01:00,27113.39629,15933.35838,134.51
2025-02-09T02:00+01:00,26995.84618,15934.46093,130.18
2025-02-09T03:00+01:00,26775.26321,16172.52629,119.3
2025-02-09T04:00+01:00,26819.30543,16352.13296,116.79
2025-02-09T05:00+01:00,26538.02118,16573.00122,117
2025-02-09T06:00+01:00,26193.05085,17043.68253,117
2025-02-09T07:00+01:00,26597.47188,16962.01849,133.43
2025-02-09T08:00+01:00,26610.74962,21355.30526,136.77
2025-02-09T09:00+01:00,25911.4468,27316.29146,123.97
2025-02-09T10:00+01:00,24978.44927,33041.93446,114.79
2025-02-09T11:00+01:00,24323.43253,36584.35591,105.65
2025-02-09T12:00+01:00,24040.46347,37340.85295,98.71
2025-02-09T13:00+01:00,23660.27866,36130.7911,95.53
2025-02-09T14:00+01:00,24490.46377,32048.39258,109.9
2025-02-09T15:00+01:00,26911.31364,27157.83565,120.4
2025-02-09T16:00+01:00,28972.53964,24315.76955,141.96
2025-02-09T17:00+01:00,30178.59078,24033.57763,148.58
2025-02-09T18:00+01:00,31395.61979,26888.37823,161.93
2025-02-09T19:00+01:00,31214.01945,27754.42116,156.13
2025-02-09T20:00+01:00,31446.45305,26506.5894,150.65
2025-02-09T21:00+01:00,30936.00574,25425.4164,142.92
2025-02-09T22:00+01:00,30331.2505,24874.71881,143
2025-02-09T23:00+01:00,28646.69551,25034.0139,127.97
2025-02-10T00:00+01:00,27936.40523,25223.98871,118.58
2025-02-10T01:00+01:00,27204.45787,25298.41471,111.82
2025-02-10T02:00+01:00,27051.11139,25813.65587,109.22
2025-02-10T03:00+01:00,26970.85201,26364.94742,106.29
2025-02-10T04:00+01:00,27368.45261,26649.95149,105.85
2025-02-10T05:00+01:00,27981.96978,27143.82284,112
2025-02-10T06:00+01:00,29560.98478,28514.42745,145.38
2025-02-10T07:00+01:00,31092.24387,28767.37848,162.02
2025-02-10T08:00+01:00,31770.59051,31172.19324,181.36
2025-02-10T09:00+01:00,31597.25195,34649.74579,163.18
2025-02-10T10:00+01:00,30657.25308,39033.72307,135.9
2025-02-10T11:00+01:00,30011.28396,42262.13592,115.28
2025-02-10T12:00+01:00,29924.6432,44028.15743,109.36
2025-02-10T13:00+01:00,29286.53047,44152.62088,109.74
2025-02-10T14:00+01:00,29420.14265,43148.9574,123.07
2025-02-10T15:00+01:00,29707.13698,39593.75668,128.54
2025-02-10T16:00+01:00,30778.40719,36727.47405,133.58
2025-02-10T17:00+01:00,30852.71271,37635.38424,133.82
2025-02-10T18:00+01:00,31360.6671,40893.62187,142.11
2025-02-10T19:00+01:00,31637.4021,42109.27672,114.85
2025-02-10T20:00+01:00,30435.37439,42139.18342,94.37
2025-02-10T21:00+01:00,29855.14605,42656.48318,91.48
2025-02-10T22:00+01:00,29116.16474,41731.30959,88.87
2025-02-10T23:00+01:00,27123.66209,41806.41706,87.38
2025-02-11T00:00+01:00,25089.13151,41308.0394,77.45
2025-02-11T01:00+01:00,25309.28483,40172.91814,71.1
2025-02-11T02:00+01:00,25448.91962,39770.73182,71.62
2025-02-11T03:00+01:00,26042.15861,38747.0797,74.89
2025-02-11T04:00+01:00,26656.88714,38272.86011,77.45
2025-02-11T05:00+01:00,28128.87427,37493.32041,87.44
2025-02-11T06:00+01:00,31230.8298,36621.69056,100.46
2025-02-11T07:00+01:00,32531.09715,36710.38204,134.93
2025-02-11T08:00+01:00,33432.33451,35902.96266,155.53
2025-02-11T09:00+01:00,33410.0592,35663.6526,141.42
2025-02-11T10:00+01:00,32312.10261,37678.95086,96.65
2025-02-11T11:00+01:00,32243.39352,39298.69336,92.78
2025-02-11T12:00+01:00,31706.60793,39517.08738,97.68
2025-02-11T13:00+01:00,31744.30835,38350.14698,111.11
2025-02-11T14:00+01:00,32105.11146,36093.36047,123.46
2025-02-11T15:00+01:00,32665.29146,34218.14635,143.69
2025-02-11T16:00+01:00,32886.1586,32631.79004,144.47
2025-02-11T17:00+01:00,33512.2923,33603.02954,159.97
2025-02-11T18:00+01:00,33696.70098,34131.18793,168.19
2025-02-11T19:00+01:00,34129.56807,33871.98453,167.45
2025-02-11T20:00+01:00,33896.13692,32756.71684,162.63
2025-02-11T21:00+01:00,33190.89403,31179.45712,148.75
2025-02-11T22:00+01:00,31601.35009,29286.37257,142.95
2025-02-11T23:00+01:00,30481.76254,28726.60281,128.24
2025-02-12T00:00+01:00,28921.14251,29063.61195,129.13
2025-02-12T01:00+01:00,28130.58284,29194.54314,127.77
2025-02-12T02:00+01:00,27581.57497,29079.48099,126.82
2025-02-12T03:00+01:00,27493.86114,29011.49217,126.59
2025-02-12T04:00+01:00,27451.13981,28470.15861,128.74
2025-02-12T05:00+01:00,29637.80851,27754.53767,131.24
2025-02-12T06:00+01:00,32837.89302,27950.79828,151.13
2025-02-12T07:00+01:00,35895.67496,27863.92453,163.64
2025-02-12T08:00+01:00,36835.63243,28935.81617,180
2025-02-12T09:00+01:00,37160.8799,30566.88368,174.92
2025-02-12T10:00+01:00,36319.63633,32736.77011,162.05
2025-02-12T11:00+01:00,35766.48414,34786.10996,144.01
2025-02-12T12:00+01:00,35580.93589,34707.87247,137.28
2025-02-12T13:00+01:00,36352.57351,32381.77103,142.03
2025-02-12T14:00+01:00,36993.05365,28900.61752,149.4
2025-02-12T15:00+01:00,37574.04601,26170.6247,159.67
2025-02-12T16:00+01:00,37873.99027,22914.76604,173.21
2025-02-12T17:00+01:00,38223.99737,21385.56609,184.59
2025-02-12T18:00+01:00,38611.7602,20713.20516,197.13
2025-02-12T19:00+01:00,37856.92578,19915.54794,192.57
2025-02-12T20:00+01:00,37290.05598,18884.0941,173.9
2025-02-12T21:00+01:00,36340.01608,17352.55142,155.78
2025-02-12T22:00+01:00,35873.83154,15707.04191,150.38
2025-02-12T23:00+01:00,34063.09407,14521.72233,141.81
2025-02-13T00:00+01:00,33549.69728,13649.48924,140.33
2025-02-13T01:00+01:00,33457.655,12998.75344,137.75
2025-02-13T02:00+01:00,33519.63664,12653.37347,140.79
2025-02-13T03:00+01:00,33673.72026,12405.35921,136.59
2025-02-13T04:00+01:00,33852.58646,12746.46638,140
2025-02-13T05:00+01:00,35051.48018,13264.36653,142
2025-02-13T06:00+01:00,37192.9594,13649.60365,159.99
2025-02-13T07:00+01:00,38524.92867,13753.80462,190.33
2025-02-13T08:00+01:00,39239.53532,14647.70567,222.36
2025-02-13T09:00+01:00,39165.16129,16455.44649,220.05
2025-02-13T10:00+01:00,39207.43632,17866.56675,203.89
2025-02-13T11:00+01:00,38991.00296,19130.08593,184.68
2025-02-13T12:00+01:00,38645.43675,19624.18772,174.52
2025-02-13T13:00+01:00,38549.32161,19540.9626,170.1
2025-02-13T14:00+01:00,37833.86399,19120.66855,166.7
2025-02-13T15:00+01:00,37839.8522,18737.31117,170.1
2025-02-13T16:00+01:00,37785.07561,18654.90319,182
2025-02-13T17:00+01:00,36900.56103,19003.85598,213.05
2025-02-13T18:00+01:00,37000.96095,19875.22568,207.17
2025-02-13T19:00+01:00,36798.97354,20462.76594,196.52
2025-02-13T20:00+01:00,36024.82232,19877.67675,177.03
2025-02-13T21:00+01:00,35538.09026,19430.72884,162.92
2025-02-13T22:00+01:00,35141.74319,18475.26506,153.12
2025-02-13T23:00+01:00,34609.46686,17587.31234,138.97
2025-02-14T00:00+01:00,34840.697,17300.89439,139.21
2025-02-14T01:00+01:00,34514.61668,16748.32226,132.8
2025-02-14T02:00+01:00,34264.49961,16196.50167,128.5
2025-02-14T03:00+01:00,34193.08932,15604.51717,127.65
2025-02-14T04:00+01:00,34704.3639,14982.45713,129.58
2025-02-14T05:00+01:00,35421.62435,14622.67181,139.59
2025-02-14T06:00+01:00,36686.10698,14430.82533,162.89
2025-02-14T07:00+01:00,37994.31737,13997.19497,227.08
2025-02-14T08:00+01:00,38641.42934,14001.99236,265.64
2025-02-14T09:00+01:00,38883.86394,14474.36061,215.11
2025-02-14T10:00+01:00,38308.24042,15008.07933,181.03
2025-02-14T11:00+01:00,37911.50584,15250.43287,163.01
2025-02-14T12:00+01:00,38001.55688,14609.37823,149.86
2025-02-14T13:00+01:00,37856.32491,13605.37491,148.61
2025-02-14T14:00+01:00,38132.56438,12210.84451,155.8
2025-02-14T15:00+01:00,38505.3516,10514.67277,175.06
2025-02-14T16:00+01:00,39138.55386,9181.597643,200
2025-02-14T17:00+01:00,39300.06445,8558.97779,298.91
2025-02-14T18:00+01:00,39070.96584,8568.509521,293.06
2025-02-14T19:00+01:00,38163.37659,8352.735609,225.7
2025-02-14T20:00+01:00,37465.37268,8337.26717,183.55
2025-02-14T21:00+01:00,36435.09159,8163.922886,163.79
2025-02-14T22:00+01:00,35937.49477,7986.337688,153
2025-02-14T23:00+01:00,34812.61499,8109.636494,140.03
2025-02-15T00:00+01:00,32483.95044,8150.19827,135.29
2025-02-15T01:00+01:00,31171.92021,8391.785375,130.34
2025-02-15T02:00+01:00,31040.46649,8620.537266,120
2025-02-15T03:00+01:00,30965.63338,8757.083397,118.24
2025-02-15T04:00+01:00,31069.38386,8654.749898,118.45
2025-02-15T05:00+01:00,31359.12126,8756.139543,120.37
2025-02-15T06:00+01:00,31919.09885,8948.541217,133.74
2025-02-15T07:00+01:00,32125.72815,9272.289203,148.58
2025-02-15T08:00+01:00,32427.44298,10467.63266,150.67
2025-02-15T09:00+01:00,32577.28448,13124.20488,137.01
2025-02-15T10:00+01:00,32422.83315,16099.17166,124.59
2025-02-15T11:00+01:00,32691.78155,18847.99515,118.36
2025-02-15T12:00+01:00,32535.51528,19690.7236,112.39
2025-02-15T13:00+01:00,32430.44492,18861.1327,110.01
2025-02-15T14:00+01:00,33045.23376,16594.39301,116.15
2025-02-15T15:00+01:00,34194.06135,13772.7908,128.83
2025-02-15T16:00+01:00,35394.26641,10553.25758,145.89
2025-02-15T17:00+01:00,35463.10332,8705.362336,164.54
2025-02-15T18:00+01:00,35583.24851,8875.168884,174.7
2025-02-15T19:00+01:00,35459.79876,8906.624726,164.76
2025-02-15T20:00+01:00,35471.43732,9580.679434,149.65
2025-02-15T21:00+01:00,34822.85877,10542.55052,128.31
2025-02-15T22:00+01:00,33588.68909,11615.58128,132.37
2025-02-15T23:00+01:00,31381.5636,12834.52221,124.54
2025-02-16T00:00+01:00,29518.28175,14308.26945,134.11
2025-02-16T01:00+01:00,28907.05087,15184.8368,128.9
2025-02-16T02:00+01:00,28841.84514,15968.70276,123.57
2025-02-16T03:00+01:00,28733.47968,17117.13101,119.9
2025-02-16T04:00+01:00,28763.34041,18268.05031,119.57
2025-02-16T05:00+01:00,28673.98269,20048.91979,120.18
2025-02-16T06:00+01:00,28310.43803,20575.97891,119.92
2025-02-16T07:00+01:00,28386.78436,20836.02114,127.51
2025-02-16T08:00+01:00,28917.82173,21448.31635,129.6
2025-02-16T09:00+01:00,28632.37992,23865.30262,130.49
2025-02-16T10:00+01:00,27759.54259,28305.82598,127.7
2025-02-16T11:00+01:00,24941.28912,31846.62215,124.03
2025-02-16T12:00+01:00,24315.9264,32381.91371,124.67
2025-02-16T13:00+01:00,22709.49443,30613.74422,118.77
2025-02-16T14:00+01:00,22928.98057,27438.94751,121.02
2025-02-16T15:00+01:00,26112.38629,23170.17651,129.55
2025-02-16T16:00+01:00,30457.46017,18448.91711,137.68
2025-02-16T17:00+01:00,33141.8783,15806.57036,153.98
2025-02-16T18:00+01:00,33629.02702,16436.12303,169.98
2025-02-16T19:00+01:00,33635.53441,16665.98272,160.29
2025-02-16T20:00+01:00,33664.60194,17096.29026,153.72
2025-02-16T21:00+01:00,33045.75385,16849.2872,139.34
2025-02-16T22:00+01:00,33069.92711,16125.59336,137.62
2025-02-16T23:00+01:00,32285.15203,15439.87672,131.51
2025-02-17T00:00+01:00,31393.54987,14660.93491,128.05
2025-02-17T01:00+01:00,31130.66477,14094.05774,121.06
2025-02-17T02:00+01:00,31444.66178,13303.7367,120.34
2025-02-17T03:00+01:00,31921.41249,12751.28064,125.52
2025-02-17T04:00+01:00,32888.67665,12563.8113,128.94
2025-02-17T05:00+01:00,35495.65604,12573.57908,131.54
2025-02-17T06:00+01:00,37648.51464,12909.52634,153.16
2025-02-17T07:00+01:00,38551.98605,13408.39068,204.74
2025-02-17T08:00+01:00,39038.45193,17772.25494,209.79
2025-02-17T09:00+01:00,37585.33011,24925.97839,171.3
2025-02-17T10:00+01:00,36121.20826,32507.88896,139.67
2025-02-17T11:00+01:00,33022.9049,37646.43456,117.19
2025-02-17T12:00+01:00,31245.29183,38864.12318,109.47
2025-02-17T13:00+01:00,31040.18216,37430.22347,106.78
2025-02-17T14:00+01:00,31560.41216,33447.31928,111.89
2025-02-17T15:00+01:00,34263.03051,26387.65785,132.27
2025-02-17T16:00+01:00,39030.11267,17266.86714,158.96
2025-02-17T17:00+01:00,41143.51214,11437.33405,222.92
2025-02-17T18:00+01:00,42005.14865,12310.11274,271
2025-02-17T19:00+01:00,41423.19006,13159.90124,215.36
2025-02-17T20:00+01:00,40101.73736,13170.23508,177.86
2025-02-17T21:00+01:00,39266.81436,12921.54154,155.19
2025-02-17T22:00+01:00,38795.45182,12564.9812,139.39
2025-02-17T23:00+01:00,37346.87653,12499.14974,129.57
2025-02-18T00:00+01:00,35051.51169,12919.26112,132.95
2025-02-18T01:00+01:00,34122.67125,13106.20267,125
2025-02-18T02:00+01:00,34352.49396,13453.91849,123.56
2025-02-18T03:00+01:00,33865.81538,13748.13933,117.11
2025-02-18T04:00+01:00,34262.26443,14330.7021,115.66
2025-02-18T05:00+01:00,35388.56297,15089.67067,121.93
2025-02-18T06:00+01:00,37979.91661,15971.21096,143.61
2025-02-18T07:00+01:00,39075.11122,17523.46036,190.34
2025-02-18T08:00+01:00,38893.09047,23962.17773,193.8
2025-02-18T09:00+01:00,36515.50241,32171.60891,143.53
2025-02-18T10:00+01:00,33417.44206,39087.50763,124.24
2025-02-18T11:00+01:00,30522.38292,44930.34822,109.71
2025-02-18T12:00+01:00,27301.99848,47496.0199,96.41
2025-02-18T13:00+01:00,26069.71208,46663.65232,88.53
2025-02-18T14:00+01:00,27171.02855,43121.3095,98.35
2025-02-18T15:00+01:00,28903.2528,35602.40667,110
2025-02-18T16:00+01:00,32606.24414,25169.54832,128.16
2025-02-18T17:00+01:00,35306.05804,19651.89136,177.61
2025-02-18T18:00+01:00,35620.49947,23082.49199,174.32
2025-02-18T19:00+01:00,34172.10676,26658.43591,155.91
2025-02-18T20:00+01:00,32820.93163,27750.33262,142.42
2025-02-18T21:00+01:00,31820.39341,28133.68167,129.41
2025-02-18T22:00+01:00,29671.97045,29335.36107,121.9
2025-02-18T23:00+01:00,28068.59854,29645.91071,114.45
2025-02-19T00:00+01:00,28018.44218,29661.49815,104.54
2025-02-19T01:00+01:00,27567.6438,29783.32403,99.29
2025-02-19T02:00+01:00,27776.18875,29748.19853,99.6
2025-02-19T03:00+01:00,28092.10969,29952.91614,97.29
2025-02-19T04:00+01:00,28358.14988,30513.35785,94.5
2025-02-19T05:00+01:00,28994.87457,31207.53164,97.48
2025-02-19T06:00+01:00,30343.50047,32249.38571,115
2025-02-19T07:00+01:00,31024.35337,33960.2931,149.5
2025-02-19T08:00+01:00,30809.10307,40053.14293,166.37
2025-02-19T09:00+01:00,29056.85957,48270.0758,128.76
2025-02-19T10:00+01:00,26649.79527,54194.12746,107.91
2025-02-19T11:00+01:00,24503.37261,58914.95613,89.28
2025-02-19T12:00+01:00,22695.48718,60838.89636,81.52
2025-02-19T13:00+01:00,22178.54168,59558.41929,82.74
2025-02-19T14:00+01:00,23394.85279,55464.27017,85.2
2025-02-19T15:00+01:00,26207.31039,48357.85746,90.63
2025-02-19T16:00+01:00,29052.65037,37736.52137,110.03
2025-02-19T17:00+01:00,31530.78805,33570.48505,131.28
2025-02-19T18:00+01:00,31832.61389,37732.33682,142.98
2025-02-19T19:00+01:00,32240.50571,40708.87608,144.42
2025-02-19T20:00+01:00,30474.07548,39814.04896,120.9
2025-02-19T21:00+01:00,30138.19141,38600.75647,113.75
2025-02-19T22:00+01:00,29621.85621,35514.1908,107.13
2025-02-19T23:00+01:00,28797.61516,34942.66728,99.81
2025-02-20T00:00+01:00,27044.02229,34608.0974,86.17
2025-02-20T01:00+01:00,25866.51552,34600.99922,85.2
2025-02-20T02:00+01:00,25649.05641,33315.71563,84.56
2025-02-20T03:00+01:00,25928.16962,32639.37829,83.64
2025-02-20T04:00+01:00,25842.77541,32633.5648,82.18
2025-02-20T05:00+01:00,27062.92392,31983.23225,83.84
2025-02-20T06:00+01:00,29530.39677,31953.27364,86.31
2025-02-20T07:00+01:00,30615.4408,32331.14289,110.41
2025-02-20T08:00+01:00,30557.44137,35503.69821,127.98
2025-02-20T09:00+01:00,29791.28487,38346.58598,105.87
2025-02-20T10:00+01:00,29464.07792,40818.08012,93.72
2025-02-20T11:00+01:00,28164.99829,42692.43484,87.23
2025-02-20T12:00+01:00,27692.74861,43229.56362,86.87
2025-02-20T13:00+01:00,27312.49419,42129.94236,84.51
2025-02-20T14:00+01:00,28482.09945,39704.24327,84.78
2025-02-20T15:00+01:00,29657.37393,34819.33863,90.05
2025-02-20T16:00+01:00,29856.981,30257.17648,98.34
2025-02-20T17:00+01:00,30833.72735,29907.82094,110.13
2025-02-20T18:00+01:00,31383.94203,32982.38794,112.38
2025-02-20T19:00+01:00,31226.21722,34469.83644,122.45
2025-02-20T20:00+01:00,30063.29788,34387.81884,105.91
2025-02-20T21:00+01:00,28974.68239,33363.24603,92.41
2025-02-20T22:00+01:00,27215.59326,32306.67484,90.84
2025-02-20T23:00+01:00,25041.17797,32386.62489,83
2025-02-21T00:00+01:00,23507.12754,31014.39366,75.51
2025-02-21T01:00+01:00,23062.16274,30149.53345,74.99
2025-02-21T02:00+01:00,23609.86742,28274.43584,79.8
2025-02-21T03:00+01:00,22951.69184,27457.22892,83.4
2025-02-21T04:00+01:00,23124.719,26619.18907,82.4
2025-02-21T05:00+01:00,24427.20551,26194.64043,82.03
2025-02-21T06:00+01:00,26469.69282,25582.80816,106.47
2025-02-21T07:00+01:00,27744.65486,25868.24735,152.5
2025-02-21T08:00+01:00,27894.30514,29679.54185,145.21
2025-02-21T09:00+01:00,26535.69071,34794.8294,120.98
2025-02-21T10:00+01:00,23406.06514,39544.23992,98.68
2025-02-21T11:00+01:00,20948.24749,44017.11353,83.4
2025-02-21T12:00+01:00,19415.46564,46541.20571,78
2025-02-21T13:00+01:00,19000.5632,46839.79662,76.41
2025-02-21T14:00+01:00,19142.82071,44731.79244,79.52
2025-02-21T15:00+01:00,20295.6324,38831.54731,82.94
2025-02-21T16:00+01:00,23846.97057,32578.24703,103.47
2025-02-21T17:00+01:00,25746.41637,32344.02777,103.45
2025-02-21T18:00+01:00,25471.00601,38301.07934,101.98
2025-02-21T19:00+01:00,23041.94477,41291.27362,81.95
2025-02-21T20:00+01:00,20617.91937,41306.80551,80.25
2025-02-21T21:00+01:00,18253.99363,40853.17904,70.85
2025-02-21T22:00+01:00,17479.41737,38556.64302,70.64
2025-02-21T23:00+01:00,16795.21891,37402.01479,64.33
2025-02-22T00:00+01:00,15281.28596,37854.65253,50.99
2025-02-22T01:00+01:00,14800.33106,37456.94755,48.62
2025-02-22T02:00+01:00,14794.92533,36653.69072,47.96
2025-02-22T03:00+01:00,15087.98607,36029.13791,42.62
2025-02-22T04:00+01:00,15137.14411,35658.47161,41.2
2025-02-22T05:00+01:00,15266.16655,35140.48953,49.15
2025-02-22T06:00+01:00,14894.47494,36055.37887,49.11
2025-02-22T07:00+01:00,14590.58477,37104.14712,61.22
2025-02-22T08:00+01:00,14745.34618,41520.84825,68.25
2025-02-22T09:00+01:00,14218.84391,45794.02142,67.74
2025-02-22T10:00+01:00,13785.04559,48730.42492,53.21
2025-02-22T11:00+01:00,13198.43699,50477.39411,47.13
2025-02-22T12:00+01:00,12791.92534,49774.52114,40.4
2025-02-22T13:00+01:00,12855.1077,46879.94892,52.69
2025-02-22T14:00+01:00,13979.08396,41171.93524,68
2025-02-22T15:00+01:00,17478.69538,34157.36752,85.6
2025-02-22T16:00+01:00,19174.94571,29284.8406,100.95
2025-02-22T17:00+01:00,20083.80118,28059.78462,108.38
2025-02-22T18:00+01:00,20023.87541,29585.35914,106.98
2025-02-22T19:00+01:00,20704.01873,30228.04022,115.18
2025-02-22T20:00+01:00,20697.3763,30040.7302,103
2025-02-22T21:00+01:00,20399.6915,29092.92643,101.58
2025-02-22T22:00+01:00,20144.72034,28362.89028,94.27
2025-02-22T23:00+01:00,19722.04799,27960.68296,83.51
2025-02-23T00:00+01:00,18914.96148,26756.2396,91.1
2025-02-23T01:00+01:00,18078.99418,24963.01782,84.99
2025-02-23T02:00+01:00,17549.71397,23357.6066,86.21
2025-02-23T03:00+01:00,17445.88377,22375.78574,83.63
2025-02-23T04:00+01:00,17828.07636,22020.39337,85.77
2025-02-23T05:00+01:00,18170.67531,20967.89495,87.33
2025-02-23T06:00+01:00,18838.42543,20198.79132,87.7
2025-02-23T07:00+01:00,19731.32807,19689.1442,108
2025-02-23T08:00+01:00,19546.38683,21881.59012,112.24
2025-02-23T09:00+01:00,19341.86606,26114.04428,99.35
2025-02-23T10:00+01:00,17452.19191,33337.38364,83
2025-02-23T11:00+01:00,15043.84441,38938.10907,81.5
2025-02-23T12:00+01:00,13547.30503,41985.41122,71.12
2025-02-23T13:00+01:00,13441.67054,41577.31268,69.2
2025-02-23T14:00+01:00,13454.85694,38428.48608,64.75
2025-02-23T15:00+01:00,14602.73316,32049.64007,69.11
2025-02-23T16:00+01:00,18136.59971,23604.88931,84.7
2025-02-23T17:00+01:00,20542.13356,17912.69028,150.45
2025-02-23T18:00+01:00,20934.69791,18805.14734,154.69
2025-02-23T19:00+01:00,21173.8758,22562.84307,117.02
2025-02-23T20:00+01:00,21013.34964,25926.83477,96.03
2025-02-23T21:00+01:00,20073.65053,28330.38203,77.32
2025-02-23T22:00+01:00,18903.26045,29054.00848,73.81
2025-02-23T23:00+01:00,17170.48882,30198.29004,65.99
2025-02-24T00:00+01:00,16090.65899,31681.61858,70.83
2025-02-24T01:00+01:00,15504.2439,31791.59087,67.99
2025-02-24T02:00+01:00,15422.83851,31963.41667,40.98
2025-02-24T03:00+01:00,16059.31697,32763.75522,37.1
2025-02-24T04:00+01:00,17306.12788,33723.43428,65.34
2025-02-24T05:00+01:00,17971.39016,35095.62374,70.03
2025-02-24T06:00+01:00,20030.42267,37486.25631,81
2025-02-24T07:00+01:00,21829.46153,39122.77025,84.8
2025-02-24T08:00+01:00,22929.69591,44257.60015,106.68
2025-02-24T09:00+01:00,21543.84808,49520.58004,93.26
2025-02-24T10:00+01:00,19941.07584,52719.84937,79.04
2025-02-24T11:00+01:00,18577.4801,55148.34247,83.44
2025-02-24T12:00+01:00,17928.34622,55865.57993,81.63
2025-02-24T13:00+01:00,17423.47209,54204.61962,83
2025-02-24T14:00+01:00,17593.25695,50105.80425,86.4
2025-02-24T15:00+01:00,19301.07677,45336.65693,92.55
2025-02-24T16:00+01:00,20111.05661,41811.76007,100.7
2025-02-24T17:00+01:00,21439.71299,39629.87673,112.94
2025-02-24T18:00+01:00,23388.59656,40466.53316,137.81
2025-02-24T19:00+01:00,22807.98154,40057.89716,148.71
2025-02-24T20:00+01:00,22098.5053,38762.11288,129.27
2025-02-24T21:00+01:00,21803.16028,36132.34713,112.29
2025-02-24T22:00+01:00,21967.59109,32680.04246,112.9
2025-02-24T23:00+01:00,21623.32139,30374.71874,106.48
2025-02-25T00:00+01:00,22521.49092,27809.21171,90.6
2025-02-25T01:00+01:00,22775.99679,25655.71258,89.91
2025-02-25T02:00+01:00,23064.61907,23491.73401,93.39
2025-02-25T03:00+01:00,23572.32508,21320.75494,93.86
2025-02-25T04:00+01:00,24559.57846,19167.33958,97.43
2025-02-25T05:00+01:00,26804.54095,17409.5377,105.78
2025-02-25T06:00+01:00,29401.72127,16087.8319,144.87
2025-02-25T07:00+01:00,31456.4002,15481.89699,167.16
2025-02-25T08:00+01:00,31939.14202,17429.55885,173.34
2025-02-25T09:00+01:00,31881.84434,23486.02015,153.73
2025-02-25T10:00+01:00,30749.81398,29827.45919,140.36
2025-02-25T11:00+01:00,29335.2834,32978.02712,126.75
2025-02-25T12:00+01:00,30335.99447,31407.45412,124.63
2025-02-25T13:00+01:00,31311.0696,27438.34247,125.81
2025-02-25T14:00+01:00,32194.43096,22862.38308,134.38
2025-02-25T15:00+01:00,33502.26619,17119.22444,148.34
2025-02-25T16:00+01:00,34974.021,12094.69845,170.68
2025-02-25T17:00+01:00,36415.44445,9283.022512,207.97
